brand, product_price, product_name, shipping_price
Sapphire Tech,299,SAPPHIRE PULSE Radeon RX 6500 XT 4GB GDDR6 Video Card 11314-01-20G,0
ASUS,78.5,ASUS GeForce GT 710 1GB PCI-E 2.0 GDDR5 Graphics Card (90YV0AL0-M0NA00),0
MSI,349.8,MSI Ventus GeForce GTX 1650 4GB GDDR5 PCI Express 3.0 x16 Video Card GTX 1650 VENTUS XS 4G OC,0
GIGABYTE,613.8,GIGABYTE GeForce GTX 1660 SUPER 6GB GDDR6 PCI Express 3.0 x16 ATX Video Card GV-N166SOC-6GD,0
PowerColor,183.97,PowerColor Red Dragon RX 550 2GB GDDR5 Graphics Card 128Bit,0
EVGA,2154.99,EVGA GeForce RTX 2080 Ti FTW3 ULTRA GAMING| 11G-P4-2487-KR| 11GB GDDR6| iCX2 & RGB LED,0
ASUS,349.83,ASUS TUF Gaming GeForce GTX 1650 4GB GDDR6 PCI Express 3.0 Video Card TUF-GTX1650-4GD6-P-GAMING,49.99
VisionTek,64.57,VisionTek Radeon 5450 1GB DDR3 PCI Express 2.1 x16 ATX Video Card 900860,0
GIGABYTE,3259.99,GIGABYTE GeForce RTX 3090 VISION OC 24GB Video Card| GV-N3090VISION OC-24GD,0
NVIDIA,1699.99,NVIDIA GeForce RTX 3060 Ti Founders Edition GDDR6 Graphics Card,0
GIGABYTE,139.2,GIGABYTE B550 GAMING X V2 AM4 AMD B550 SATA 6Gb/s ATX AMD Motherboard,0
MSI,1392,MSI GTX 1080 Ti GAMING X TRIO GeForce GTX 1080 Ti Graphic Card - 1.57 GHz Core - 1.68 GHz Boost Clock - 11 GB GDDR5X,0
NULL,28.13,M.2 NGFF to 90/180 Degree PCI-E 3.0 X16 Graphics Card Extender Extension Adapter,0
Lenovo,102.96,Lenovo GeForce GT 730 Graphic Card - 2 GB GDDR5 - Low-profile,0
HPE,2718.99,HPE NVIDIA Tesla M10 Graphic Card 32 GB GDDR5 Q0J62C,8.99
PowerColor,1213.79,PowerColor Red Devil AXRX 6700XT 12GBD6-3DHE/OC Graphics Card| 12GB 192-bit GDDR6| Support PCI Express 4.0|1×HDMI2.1 Interface| 3×DisplayPort1.4 Interface,0
MSI,1098,MSI Ventus GeForce RTX 3070 8GB GDDR6 PCI Express 4.0 Video Card RTX 3070 Ventus 2X 8G OC LHR,0
PNY Technologies  Inc.,NULLNULL,PNY NVIDIA Quadro RTX 4000 8GB GDDR6 Workstation Graphics Card VCQRTX4000-PB,
OUTAD,74.02,Professional Gaming Graphics Card GTX550TI 2GB DDR5 Gr Hics Card 128Bit HDMI-Compatible DVI VGA,0
EVGA,1104,EVGA GeForce RTX 2060 SC Ultra GAMING| 06G-P4-2067-KR| 6GB GDDR6| Dual HDB Fans,0
NVIDIA,1918.89,NVIDIA GeForce RTX 2080 Ti Founders Edition 11GB GDDR6 PCI Express 3.0 Graphics Card,0
NULL,859,Colorful iGame GeForce GTX 1660 Ti Ultra 6G Video Card Computer 192Bit iGame GeForce GTX 1660Ti Ultra 6G Graphics Cards,0
DELL,103,Dell AMD Radeon HD8570 1GB PCIe DVI/DisplayPort Video Graphics Card - 8HW0R,0
MSI,121.66,MSI N730K-2GD3/LP 2GB DDR3 Graphics Card 64-bit  Video Cards PCI Express 2.0,0
Sapphire Tech,1569.99,Sapphire 11304-02-20G Nitro+ AMD Radeon RX 6800 XT PCIe 4.0 Gaming Graphics Card with 16GB GDDR6 -OPENBOX,49.99
Sapphire Tech,645,SAPPHIRE Pulse Radeon RX 6600 XT 8GB GDDR6 PCI Express 4.0 ATX Video Card 11309-03-20G,50
EVGA,1294.59,EVGA GeForce GTX 1660 Ti SC ULTRA GAMING| 06G-P4-1667-KR| 6GB GDDR6| Dual Fan| Metal Backplate,0
GIGABYTE,NULLNULL,GIGABYTE Geforce RTX 2060 Gaming OC 6G Graphics Card| 3 x WINDFORCE Fans| 6GB 192-Bit GDDR6| GV-N2060GAMING OC-6GD Video Card,45
MSI,1054,MSI Gaming GeForce GTX 1070 Ti 8GB GDRR5 256-bit HDCP Support DirectX 12 SLI Single Fan VR Ready Graphics Card (GTX 1070 TI AERO 8G),0
GIGABYTE,1358.99,GIGABYTE AORUS GeForce RTX 3060 ELITE 12G Graphics Card| 3 x WINDFORCE Fans| 12GB 192-bit GDDR6| GV-N3060AORUS E-12GD Video Card(NOT LHR),0
PNY Technologies  Inc.,250,PNY NVIDIA Quadro K4000 3GB professional GPU Workstation Video Graphics card GDDR5 PCIe x16,0
EVGA,2155,EVGA GeForce RTX 2080 Ti XC ULTRA GAMING| 11G-P4-2383-KR| 11GB GDDR6| Dual HDB Fans & RGB LED,0
VisionTek,349,VisionTek AMD Radeon RX 550 4GB GDDR5 4xHDMI Graphics Card 901459,10.9
GIGABYTE,340.49,GIGABYTE GeForce GTX 1650 4GB GDDR6 PCI Express 3.0 x16 mini-ITX Video Card GV-N1656OC-4GD,0
GIGABYTE,63.6,GIGABYTE GeForce GT 710 2GB DDR3 PCI Express 2.0 x8 Low Profile Video Card GV-N710D3-2GL 1.0,0
MSI,79.99,MSI GT 710 1GD3H LP GeForce GT 710 Graphic Card - 954 MHz Core - 1 GB DDR3 SDRAM - Low-profile,0
MSI,599.99,MSI Mech Radeon RX 6600 XT 8GB GDDR6 PCI Express 4.0 ATX Video Card RX 6600 XT MECH 2X 8G OC,9.99
NULL,459.99,COLORFUL Desktop Standalone GTX 1060 6GB Graphics Card,0
ASUS,331.02,ASUS TUF Gaming GeForce GTX 1650 OC Edition 4GB GDDR6 PCI Express 3.0 Video Card TUF-GTX1650-O4GD6-P-GAMING,49.99
MSI,1043.61,MSI Radeon RX Vega 56 Air Boost 8G OC Graphics Card| CrossFire and VR Ready,0
MSI,2226.21,MSI Ventus GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 ATX Video Card RTX 3080 Ti Ventus 3X 12G OC,0
PNY Technologies  Inc.,399.99,PNY Quadro M4000 Single Fan 8GB GDDR5 VCQM4000-BLK Video Graphic Card GPU,0
GIGABYTE,379.98,Gigabyte Geforce GTX 1050 Ti OC Low Profile 4GB GDDR5 128 Bit PCI-E Graphic Card (GV-N105TOC-4GL),0
MSI,839.99,MSI Ventus GeForce RTX 3060 12GB GDDR6 PCI Express 4.0 Video Card RTX 3060 Ventus 2X 12G OC LHR,0
GIGABYTE,1203.99,GIGABYTE GeForce RTX 2070 GAMING 8G Graphics Card| 3 x WINDFORCE Fans| 8GB 256-Bit GDDR6| GV-N2070GAMING-8GC Video Card,0
AMD,779.99,AMD Radeon RX 570 4GB GDDR5 PCI Express 3.0 Gaming Graphics Card - OEM,0
EVGA,1392,EVGA GeForce GTX 1080 Ti FTW3 GAMING| 11G-P4-6696-KR| 11GB GDDR5X| iCX Technology - 9 Thermal Sensors & RGB LED G/P/M (OEM Edition),0
GIGABYTE,1956.5,GIGABYTE AORUS Radeon RX 6800 XT MASTER TYPE C 16G Graphics Card| 16GB GDDR6 Memory| Powered by AMD RDNA 2| HDMI 2.1| USB Type-C| MAX-COVERED Cooling| GV-R68XTAORUS M-16GC,0
XFX,279.99,XFX Speedster QICK 210 Radeon RX 6500 XT 4GB GDDR6 PCI Express 4.0 Video Card RX-65XT4DBDQ,4.49
GIGABYTE,399.99,GIGABYTE GeForce GTX 1650 OC 4G Graphics Card| 2 x WINDFORCE Fans| 4GB 128-Bit GDDR5| GV-N1650OC-4GD Video Card,0
EVGA,719,EVGA GeForce GTX 1060 GAMING 6GB| ACX 2.0 (Single Fan)| 06G-P4-6161-KR| GDDR5| DX12 OSD Support (PXOC)| Only 6.8 Inches Video Graphics Card,0
GIGABYTE,848.96,GIGABYTE Radeon RX 6600 XT EAGLE 8G Graphics Card| WINDFORCE 3X Cooling System| 8GB 128-bit GDDR6| GV-R66XTEAGLE-8GD Video Card,0
ZOTAC,719,ZOTAC GeForce GTX 1060 Mini| ZT-P10600A-10L| 6GB GDDR5 Super Compact,0
NULL,128,GTX750TI DDR5 PCI Express 3.0 Desktop Computer Game Video Graphics Card,0
ASUS,1895.59,ASUS ROG Strix GeForce RTX 3080 10GB GDDR6X PCI Express 4.0 Video Card ROG-STRIX-RTX3080-O10G-GAMING,49.99
ASUS,280,Asus ENGTX560TI448 1280D5 GeForce GTX 560 TI Graphic Card - 1.25 GB GDDR5 SDRAM - PCI Express,0
ASUS,719.5,ASUS TUF Gaming GeForce GTX 1660 SUPER OC version 6GB gddr6 graphics card Excellent FPS Game Advantages,70
ASUS,NULLNULL,ASUS GeForce DUAL GTX 1050 Ti 4GB Dual-fan Edition DVI-D HDMI DP 1.4 Gaming Graphics Card (DUAL-GTX1050TI-4G),20
DELL,19.99,Dell Radeon 6350 512MB Single Fan GDDR3 XF27T Video Graphics Card GPU,0
XFX,1425.99,XFX SPEEDSTER MERC319 AMD Radeon RX 6700 XT BLACK Gaming Graphics Card with 12GB GDDR6 HDMI 3xDP| AMD RDNA 2 (RX-67XTYTBDP),0
NULL,1870.99,GAINWARD GeForce RTX 3080  Glare G Edition Gaming Graphics Card (PCIe 4.0| 10GB GDDR6X| HDMI 2.1| 320bit| 1710MHz),0
PowerColor,1249.95,PowerColor Red Devil AMD Radeon RX 6700 XT Gaming Graphics Card with 12GB GDDR6 Memory| Powered by AMD RDNA 2| Raytracing| PCI Express 4.0| HDMI 2.1| AMD Infinity Cache,0
NVIDIA,904,24GB HP nVIDIA Tesla M40 GDDR5 PCI Express 3.0 x16 Graphic Card P8Y46A 839949-001,0
MSI,2155,MSI GeForce RTX 2080 Ti DUKE OCV1 11GB GDDR6 Graphics Card (GEFORCE RTX 2080 TI DUKE 11G OCV1),0
ZOTAC,309,ZOTAC GeForce GTX 1050 Ti DirectX 12 ZT-P10510A-10L 4GB 128-Bit GDDR5 PCI Express 3.0 HDCP Ready Mini Video Card,0
EVGA,719,EVGA GeForce GTX 1060 6GB FTW+ DT GAMING ACX 3.0| 6GB GDDR5| LED| DX12 OSD Support (PXOC)| 06G-P4-6366-KR Video Graphics Card,0
NULL,79.99,Desktop Graphics Cards| New MSI Geforce 210 1024 MB DDR3 PCI-Express 2.0 Graphics Card MD1G/D3,0
NVIDIA,1795,NVIDIA Titan Xp Jedi Order Galactic Empire edition 12GB GDDR5X (Limited) Video Graphics Card 900-1G611-2531-000,0
MAXSUN,179.99,MAXSUN NVIDIA GEFORCE GT 1030 4GB ITX Graphics Card GPU GDDR4 Mini ITX Design| HDMI| DVI-D| Single Fan Cooling System,0
ASRock,1099.99,ASRock Radeon RX 6700 XT Challenger D Gaming Graphic Card| 12GB GDDR6 VRAM| AMD RDNA2 (RX6700XT CLD 12G),0
PNY Technologies  Inc.,330,PNY Quadro K1200 Graphic Card - 4 GB GDDR5 - Low-profile - Single Slot Space Req,0
NULL,129.99,2GB Low Profile PCIe x16 Small Form Factor SFF Video Graphics Card Single Slot,0
GIGABYTE,1119.99,GIGABYTE Radeon RX 6700 XT GAMING OC 12G Graphics Card| WINDFORCE 3X Cooling System| 12GB 192-bit GDDR6| GV-R67XTGAMING OC-12GD Video Card,49.99
ASUS,1190.08,ASUS TUF Gaming GeForce RTX 3070 8GB GDDR6 PCI Express 4.0 Video Card TUF-RTX3070-O8G-GAMING,49.99
MSI,1070.93,MSI Gaming GeForce RTX 3060 Ti 8GB GDDR6 PCI Express 4.0 Video Card RTX 3060 Ti GAMING Z TRIO 8G LHR,0
NULL,349,MAXSUN GeForce GTX 1050 Ti DirectX 12 GTX 1050 Ti TF4G 4GB 128-Bit GDDR5 PCI Express 3.0 x16 Standard ATX Video Card Gaming Graphics Card GTX 1050TI GPU,0
VisionTek,54.99,VisionTek Radeon HD 6570 1GB GDDR3 PCI Express 2.0 x16 Video Card 901491,9.99
VisionTek,54.99,VisionTek Radeon HD 6570 1GB GDDR3 PCI Express 2.0 x16 Video Card 901491,9.99
HSCCGI,84.99,HSCCGI GTS550Ti 1GB GDDR5 Independent Desktop Computer HD Gaming Graphics Card GDDR5,0
MSI,547.9,MSI Ventus GeForce GTX 1660 SUPER 6GB GDDR6 PCI Express 3.0 x16 Video Card GTX 1660 SUPER VENTUS XS OC,49.99
PNY Technologies  Inc.,719,PNY GeForce GTX 1060 6GB Graphics Card VCGGTX10606PB,0
ASUS,1510.61,ASUS TUF Gaming Radeon RX 6800 16GB GDDR6 PCI Express 4.0 Video Card TUF-RX6800-O16G-GAMING,49.99
GIGABYTE,140.5,GIGABYTE GeForce GT 1030 2GB GDDR5 PCI Express 3.0 x16 Video Card GV-N1030OC-2GI,0
EVGA,613.55,EVGA GeForce GTX 1070 8GB ACX 3 Black Edition LED GDDR5 Video Graphics Card GPU,54
NVIDIA,NULLNULL,nVidia Quadro 600 1GB DDR3 PCIe x16 DVI DisplayPort Video Graphics Card OEM,18
Sapphire Tech,1094.99,Sapphire Technology Pulse AMD Radeon RX 6700 XT Gaming Graphics Card with 12GB GDDR6| AMD RDNA 2 (11306-02-20G),49.99
MSI,719,MSI GTX 1060 3GT OC GeForce GTX 1060 Graphic Card - 1.54 GHz Core - 1.76 GHz Boost Clock - 3 GB GDDR5,0
Lenovo,144.99,Lenovo AMD Radeon 520 Graphic Card 2 GB GDDR5 4X60Y70140,0
Corn Electronics,36.29,EZDIY-FAB RGB GPU Holder 5V 3-Pin Colorful RGB Graphics Card GPU Support Video Card Holder Bracket| Video Card Sag Holder/Holster Bracket- 309-1,0
GIGABYTE,993.04,Gigabyte GeForce GTX 1070 Mini-ITX 8GB PCI-E x16 3.0 GDDR5 Graphics Card (GV-N1070IX-8GD),0
EVGA,1392,EVGA GeForce GTX 1080 Ti FTW3 HYBRID GAMING| 11GB GDDR5X| HYBRID & RGB LED| iCX Technology - 9 Thermal Sensors Graphics Card 11G-P4-6698-KR,0
ZOTAC,1499,ZOTAC GAMING GeForce RTX 3070 Ti Trinity OC 8GB GDDR6X 256-bit 19 Gbps PCIE 4.0 Gaming Graphics Card| IceStorm 2.0 Advanced Cooling| SPECTRA 2.0 RGB Lighting| ZT-A30710J-10P,0
NULL,400,ONDA GT1030 model 4GD4-V 4G/64bit GDDR4 graphics card,6.35
NULL,195.65,RX550 4G exquisite graphics card 4K dual screen HDMI/DVI/VGA computer graphics card,0
NULL,197.91,Graphics Card| 128bit DDR5 900MHz Graphics Card| 4GB Automatic Recognition Chip Games Card| Low Noise Higher Efficiency Dual Fan GPU Graphics Card| for Desktop Computer Games Multimedia,0
NULL,13.89,JEYI iBrace-8 Graphics Card Brace GPU Support| Universal VGA Graphics Card Holder,0
NULL,40.98,MagiDeal Graphics Card Holder Bracket for Computer Cases Universal VGA Graphics Card Holder - Black,0
VisionTek,161.33,VisionTek Radeon HD 7750 Graphic Card 1 GB Graphics Card 900574,0
NULL,148.66,ElSA GeForce GT 1030 2GB Phoenix Fan OC Edition HDMI DVI Graphics Card| 1227/6000MHz Graphics Card frequency| GDDR5 Video Memory,0
NVIDIA,208.76,nVidia Quadro K2000 2GB Graphic Card (VCQK2000-PB),0
PNY Technologies  Inc.,163.19,PNY GMG103WN3H2CX1AKTP GeForce GT 1030 2GB Graphic Card| Black,0
NVIDIA,226.93,Nvidia Quadro FX 5800 4GB DDR3 Workstation Video Graphics Card,0
Antec,54.98,Antec RGB GPU Support Bracket| Graphics Card Holder| Addressable RGB 5V 3PIN RGB Connector,0
PNY Technologies  Inc.,190.79,PNY GMG103WN3H2CX1KTP GeForce GT 1030 2GB Graphics Card| Black,0
HP,1423.5,HP Tesla K40c Graphic Card - 5 GB GDDR5,8
DELL,799.81,J7W6K Dell Precision 7730 Genuine WX7100 8GB Video Graphics Card,4.99
HP,1423.5,HP Tesla K40 Graphic Card - 12 GB,8
NVIDIA,595.16,Nvidia Geforce GTX 770 2GB GDDR5 PCIe Video Graphics Card CRVMW,0
PNY Technologies  Inc.,1199.99,PNY GeForce RTX 3070 8GB XLR8 Gaming Graphics Card| Black,0
NULL,62.29,Gigabyte GeForce GT 710 1GB Graphic Cards and Support PCI Express 2.0 X8 Bus Interface. Graphic Cards GV-N710D5-1GL REV2.0,0
NULL,129.98,Video Card GTX650 2G DDR5 HD LOL network game graphics card Independent game PCI-E graphics card,0
NULL,82.98,changzhou Graphics Card Bracket RGB Vertical Support Frame ARGB Sync Jack Card Sag Holder/Holster BracketAdjustable Length Height Graphics Card Friend,0
OUTAD,141.1,GTX750Ti 2G D5 Desktop Computer Graphics Card 128bit GDDR5 PCI-Express 2.0 Game Independent Graphics Card|grey + black,0
NVIDIA,184.93,nVidia Quadro FX 4500 PCI Express x16 512MB GDDR3 Graphics Card,0
NULL,129.98,Video Card GTX650 2G DDR5 HD LOL network game graphics card Independent game PCI-E graphics card,0
NULL,448.67,01 Computer Graphics Cards| Graphics Card 1071 6000MHz HDR Technology for PC Computer,0
OUTAD,141.1,GTX750Ti 2G D5 Desktop Computer Graphics Card 128bit GDDR5 PCI-Express 2.0 Game Independent Graphics Card|grey + black,0
NVIDIA,133.34,Nvidia Quadro FX3800 FX 3800 1GB PCIe x16 Dual DP + DVI Graphics Card,0
NULL,359.99,Gaming Graphics Card| GeForce GTX 1060 OC 3GB GDRR5 192-bit Desktop computer graphics| DVI/HDMI/ DP Output| HDCP Support DirectX 12 Dual Fan VR Ready OC Graphics Card,0
NVIDIA,712.93,Nvidia Tesla M2090 6GB GDDR5 PCIe Accelerator Video Graphics Card D0P86,0
NVIDIA,203.96,nVidia Quadro FX 4800 1.5GB Graphic Card (VCQFX4800-PCIE-PB),0
NVIDIA,2584.93,NVIDIA GeForce RTX 2080 Ti Founders Edition 11GB GDDR6 PCI Express 3.0 Graphics Card,0
NULL,317.38,YT-GeForce GTX1050Ti-4G/D5 GeForce GTX 1050 TI 4GB GDDR5 Graphics cards Nvidia pci express x16 3.0 Desktop computer PC video gaming graphics card,0
NULL,316.9,YT-GeForce GTX1050Ti-4G/D5 GeForce GTX 1050 TI 4GB GDDR5 Graphics cards Nvidia pci express x16 3.0 Desktop computer PC video gaming graphics card,0
OUTAD,64.33,Graphics Card HD6770 1GB DDR5 High Definition Desktop Computer Graphics Card,0
GIGABYTE,332.6,GIGABYTE GeForce GTX 1050 Ti OC Low Profile 4GB Video Card| GV-N105TOC-4GL,0
NULL,316.78,YT-GeForce GTX1050Ti-4G/D5 GeForce GTX 1050 TI 4GB GDDR5 Graphics cards Nvidia pci express x16 3.0 Desktop computer PC video gaming graphics card,0
GIGABYTE,1215,GIGABYTE AORUS RTX 3070 MASTER 8G Gaming Graphics Card Support OverClock,49.99
EVGA,204,EVGA e-GeForce 7600 GT Graphics Card,0
EVGA,1240,EVGA GeForce RTX 2070 Black GAMING| 08G-P4-1071-KR| 8GB GDDR6| Dual HDB Fans,0
GIGABYTE,53,Gigabyte GeForce GT 710 1GB Graphic Cards and Support PCI Express 2.0 X8 Bus Interface. Graphic Cards GV-N710D5-1GL REV2.0,0
NULL,500.79,GTX1050Ti 2GB Desktop Graphics Card Independent Computer D5 Game Graphics Card,0
NULL,356.98,Graphics Card 1GB DDR5 Desktop Computer Graphics Card with HDMI port/ VGA / DVI Port,0
PNY Technologies  Inc.,1769.99,PNY GeForce RTX 3080 10GB XLR8 Gaming Revel Epic-X RGB Triple Fan Graphics Card LHR,0
GIGABYTE,1215,GIGABYTE AORUS RTX 3070 MASTER 8G Gaming Graphics Card with 8GB GDDR6 Memory Support OverClock,49.99
NULL,316.54,GeForce GTX 1050Ti 4G D5 TD Edition 1291-1392MHz / 7008MHz 4GB / 128Bit / GDDR5 Graphic Card DirectX 12|NVIDIA GeForce GTX 1050 Ti DVI-D HDMI DP Desktop Graphics Card,0
NVIDIA,1024.93,900-52055-0020-000 Nvidia P2055 GRID K2 8GB GDDR5 3072 CUDA Core PCIe 225W Graphics Card,0
GIGABYTE,1215,GIGABYTE AORUS RTX 3070 MASTER 8G Gaming Graphics Card Support OverClock,49.99
NULL,153.98,Graphics Card 2G DDR5 For Desktop Workstation 128 Bit Video Card Single Fan DVI And HDMI-compatible Interface GTX1030 Gaming Graphics card,0
Barco,304,BARCO MXRT-5200 512MB PCIE DVI-I Medical Graphics Card,0
NVIDIA,2032.93,NVIDIA - NVIDIA GeForce RTX 2080 Super 8GB GDDR6 PCI Express 3.0 Graphics Card - Black/Silver 9001G1802540000,0
GIGABYTE,1215,GIGABYTE AORUS RTX 3070 LHR Version MASTER 8G Gaming Graphics Card with 8GB GDDR6 Memory Support,49.99
NVIDIA,504,NVIDIA Tesla Tesla M2090 Graphic Card - 1.30 GHz Core - 6 GB GDDR5 - PCI Express x16,0
NVIDIA,466.93,NVIDIA GeForce GTX 580 Graphic Card - 772 MHz Core - 1.50 GB GDDR5 - PCI Express 2.0 x16 - Dual Slot Space Required,0
NULL,317.02,YT-GeForce GTX1050Ti-4G/D5 GeForce GTX 1050Ti 4G D5 TD Edition 1291-1392MHz / 7008MHz 4GB / 128Bit / GDDR5 Graphic Card DirectX 12|DVI-D HDMI DP Desktop Graphics Card,0
NULL,114.99,Video Card GTS 450 2G DDR5 desktop computer HD gaming graphics card 128Bit Series Graphics Cards compatible - nVIDIA Geforce GPU DVI-VGA-HDMI On Sale design GTS 450,0
NULL,130.99,GTX 750 2G Video Card DDR5 128 Bit Game Graphics Card NVIDIA PCI-Express 3.0 with Cooling Fan Computer Accessory,0
NVIDIA,296.53,Nvidia Geforce GTX 690 4GB GDDR5 Dual Height 2x DVI PCI Express 3.0 x16 Video Graphic Card VCGGTX6904XPB-CG,0
NULL,220,NEW GTX 750 TI 4GB Graphics Card 128Bit GDDR5 Video Cards VGA DVI-HDMI Cards GTX 750 TI 4G Independent Graphics Card For Office Game,0
NULL,4094.9,placa de video RADEON PRO WX5100 8GB DDR5 Video Card Computer graphics card,0
NVIDIA,529.13,NVIDIA Quadro 6000 Dell 6GB GDDR5 Video Graphics Card X256P PCI-E x16,0
NULL,220,NEW GTX 750 TI 4GB Graphics Card 128Bit GDDR5 Video Cards VGA DVI-HDMI Cards GTX 750 TI 4G Independent Graphics Card For Office Game,0
NULL,482,Suqiao RX580 Overcaged graphics card DDR5 8 GB video memory Dual fan AMD High performance 32 stream processors 1080p resolution desktop graphics card,0
NULL,298.88,GTX1050Ti 4G independent desktop computer HD gaming graphics card,0
NVIDIA,296.53,Nvidia Geforce GTX 690 4GB GDDR5 Dual Height 2x DVI PCI Express 3.0 x16 Video Graphic Card VCGGTX6904XPB-CG,0
PNY Technologies  Inc.,309.91,PNY VCQ4000-PB Quadro 4000 2GB GDDR5 256bit PCIE 2.0 SLI Support WorkStation Graphics Card,0
NULL,130.99,GTX 750 2G Video Card DDR5 128 Bit Game Graphics Card NVIDIA PCI-Express 3.0 with Cooling Fan Computer Accessory,0
NVIDIA,159.73,Geninue Dell nVidia GeForce G310 512MB PCIe High Profile Video Graphics Card| Compatible Part Numbers: FTGGG| M114N| G31DE| VUI-G310DE,0
MSI,656.49,GDDR6 MSI GeForce GTX 1660 SUPER VENTUS XS C OC Graphics Card 192bit PCI Express 3.0 16X GTX 1660,0
NULL,317.14,YT-GeForce GTX1050Ti-4G/D5 GeForce GTX 1050Ti 4G D5 TD Edition 1291-1392MHz / 7008MHz 4GB / 128Bit / GDDR5 Graphic Card DirectX 12|NVIDIA GeForce GTX 1050 Ti DVI-D HDMI DP Desktop Graphics Card,0
NVIDIA,313.15,Genuine Nvidia Geforce GTX 690 VCGGTX6904XPB-CG 4GB GDDR5 Dual Height 2x DVI PCI Express 3.0 x16 Video Graphic Card,0
DELL,44.99,Dell Latitude 5404 Rugged Video Graphics Card GeForce GT 720M 2GB 8H7HP 08H7HP CN-08H7HP,0
NVIDIA,238.93,NVIDIA Quadro 4000 2GB GDDR5 PCI-E x16 Video Graphics Card 2x Display Port & Dual Link DVI-I,0
OUTAD,78.66,GTX550TI Discrete Graphics Classic Game Graphics Card 1G High Definition Desktop Computer Discrete Graphic|black,0
NVIDIA,1192.93,NVIDIA GeForce GTX 1070 8GB Founders Edition GDDR5 PCI Express 3.0 Graphics Card,0
NULL,40.98,Homyl Graphics Card Holder for Video Card Holder| Lower Magnet| for Desktop Computer,0
NULL,122.88,450TI DDR5 128Bit DVI VGA GPU Video Gaming Graphics Card Accessory,0
DELL,99.99,Dell Precision M6700 M6800 Nvidia Quadro K4100m 4GB Graphics Card WG3YY 0WG3YY CN-0WG3YY,0
NVIDIA,164.99,Dell Nvidia Quadro FX3800 1GB PCI-E Dual Display Port Graphics Card X9YDW 0X9YDW CN-0X9YDW,0
ONDA,279.99,ONDA RX 550 4GB D5 DDR5 1071/6000MHz DP HDMI DVI PCI-Express 3.0 128-Bit Graphics Card,0
NULL,264.04,MAXSUN MS-GTX1050Ti Transformers 4G/GDDR5 Gaming Graphics Card 128bit NVIDIA PCI-E 3.0 Desktop Graphics Cards,0
NULL,1557.98,ELSA GeForce RTX 2060 Super Graphics Card| Video card  Equipped With Turing TU106-410 Core| 12nm Process| 8GB 256-Bit GDDR6 Memory| Dual Fans| 8Pin Power Supply Interface| DIV+DP+HDMI Interface,0
NULL,210.99,Video Card Radeon RX550 GPU 4GB GDDR5 128bit Gaming Desktop computer PC Video Graphics Cards support DVI-D/HDMI-compatible/DP,0
NULL,999,Colorful GeForce GTX 1660 OC 6G Graphics Card| 2 x WINDFORCE Fans| 6GB 192-Bit GDDR5| GV-N1660OC-6GD Video Card,0
XFX,1698.99,XFX BC160 graphics card  8GB 2048bit HBM2| computing power 72MH/s professional mining graphics card| can also mine ETC| ZIL| ERGO (Support Linux system| not support window system),0
NVIDIA,178.93,New NVidia Quadro FX 4600 768MB GDDR3 DUAL DVI PCI-E Video Graphics Card Dell JP111 0JP111 CN-0JP111,0
EVGA,664,EVGA GeForce GTX 780 Ti Graphic Card - 1.02 GHz Core - 3 GB GDDR5 - PCI Express 3.0 x16,0
AMD,229,Dataland RX550 Cool Energy 4G V2 GDDR5 1071/6000MHz DP DVI PCI-Express 3.0 64-Bit Graphics Card| For Gaming| Office Video Card,0
Supermicro,1685,Supermicro Tesla K20C Graphic Card - 1 GPUs - 706 MHz Core - 5 GB GDDR5 - PCI Express 2.0 x16,0
EVGA,204,EVGA GeForce 7900 GT Graphic Card - 500 MHz Core - 256 MB GDDR3 - PCI Express x16,0
NVIDIA,322.93,Genuine Nvidia Geforce GTX 690 4GB GDDR5 Dual Height 2x DVI PCI Express 3.0 x16 Video Graphic Card,0
NVIDIA,150,New NVidia Quadro FX 4600 768MB GDDR3 DUAL DVI PCI-E Video Graphics Card Dell JP111 0JP111 CN-0JP111,0
EVGA,1098.98,EVGA GeForce GTX 1660 Ti XC Ultra Gaming| 6GB GDDR6| HDB Fan Graphics Card 06G-P4-1267-KR,0
NVIDIA,1729.99,NVIDIA GeForce RTX 3070 Founders Edition 8GB GDDR6 Graphics Card,0
NULL,275.81,HD6670 2GB  Video Card GPU Radeon HD 6670 GDDR3 128bit Graphics Cards PC Computer Game For Video Cards HDMI VGA,0
EVGA,1098.98,EVGA GeForce GTX 1660 Ti XC Ultra Gaming| 6GB GDDR6| HDB Fan Graphics Card 06G-P4-1267-KR,0
Antec,54.98,Antec Graphics Card GPU Brace Support Video Card Sag Holder Holster Bracket Anodized Aerospace Aluminum (Black),0
EVGA,664,EVGA GeForce GTX 780 Ti Graphic Card - 1.02 GHz Core - 3 GB GDDR5 - PCI Express 3.0 x16,0
VisionTek,395.12,VisionTek Radeon RX 560 4GB GDDR5 4M 4K Graphics Card| 4 Mini DisplayPort| 7.1 Surround Sound| PCI Express| Low-Profile GPU| ATX & SFF (901278),0
DELL,99.99,Dell Nvidia Quadro FX3800 1 GB GDDR3 PCI-E PCI-Express 2.0 x16 DVI Dual Display Port Graphics Card T939K X9YDW 0X9YDW CN-0X9YDW,0
DELL,74.99,Dell Radeon HD 4870 1GB GDDR3 PCI-E x16 DVI Video Graphics Card U092N 0U092N CN-0U092N,0
